C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1363,Customer#000001363,"mYa,yAtLmW2mCglfc7cZ8LrPuP0",13,239643657781,0,HOUSEHOLD,"silent packages. blithely regular instructions haggle carefully slyly ironic forges? thin, br"
1364,Customer#000001364,INrMv02tUJWFSRMEbBl0oUTtCjry8qUcI8T,19,299929599626,0,BUILDING,e furiously according to the slyly final ideas. blithely silent excuses cajole s
1365,Customer#000001365,DOifjgJKjlSgnpPJ3cHLl2yi EseDZbg3,17,273583015393,2208,MACHINERY,ironic requests use blithely according to the slyly ironic patterns. carefully regular excuses about the c
1366,Customer#000001366,"v3YAa1hq4Qc7FdpLg4Jh0b7xo0soyvq1w,Yrb",20,301937076924,1635,HOUSEHOLD,the furiously final foxes. furiously bold depos
1367,Customer#000001367,gN803k703pZ1YizV5fp6S8,22,324623286604,5420,HOUSEHOLD,riously theodolites. slyly bold excuses thrash slyly final pinto beans. instructions use
1368,Customer#000001368,4PxJqZUIML EhegD7RXkLY8,15,258016227438,6376,BUILDING,iously regular packages wake according to the slyly final deposits. carefully even packages cajole. carefully
1369,Customer#000001369,rXTwOzU0a2ak4Nj5L5b1aLij,10,202326177418,499,AUTOMOBILE,ong the ironic ideas haggle slyly above the courts. packages engage blithely. pend
1370,Customer#000001370,"WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp",18,285753795893,9802,BUILDING,y across the regular dependencies. fur
1371,Customer#000001371,"H,U3MSp1OTLGIQuW2",7,174926738157,4944,BUILDING,es are after the carefully ironic deposits. silent requests alongside of the furiously even dependencies
1372,Customer#000001372,"WiWQk7DyBtI,hfP0CIZ",23,335635106488,1796,HOUSEHOLD,l theodolites. regular ideas are around the furiously iron
1373,Customer#000001373,fAfmAacTlPc,13,239594767310,910,FURNITURE,ckages cajole slyly even requests. express
1374,Customer#000001374,vRPteZtcyV,19,298693161166,0,AUTOMOBILE,ckly permanent accounts wake fluffily regular packages. quickly express foxes cajole. carefully ironic packa
1375,Customer#000001375,lpKhW7g QK7Y13sxKlRvRYI7SItbTbcBxae,14,246204971489,2011,BUILDING,requests! even excuses are furiously express deposits: fluffily ironic
1376,Customer#000001376,VushDntQeYmYLT22vW09rlg5j06B,12,229721502900,6762,HOUSEHOLD,iously unusual ideas. ironic ideas use carefully about the foxes. slyly unusual pinto be
1377,Customer#000001377,P7aUKm47hbe14nVZSrwZ,17,273989639520,8839,MACHINERY,s sublate carefully alongside of the slyly express theodolites. furiously special instructions haggle
1378,Customer#000001378,zDULZOX6KrHF6aL1AMsIg0Ivv4Crz,17,278061732824,2676,HOUSEHOLD,"ges haggle slyly alongside of the furiously final excuses. carefully regular foxes boost across the regular, ex"
1379,Customer#000001379,rqYSBCMywMKnfcp2DwotVqI,6,166959829623,1008,MACHINERY,sly ironic requests cajole fluffi
1380,Customer#000001380,"a,q fKSYFADxRtRQWSppP8YKp",17,276415651036,3724,HOUSEHOLD,lar instructions boost quickly. blithely regular
1381,Customer#000001381,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,22,324189006494,368,BUILDING,foxes thrash slyly express foxes. even th
1382,Customer#000001382,uiTMgqzTPqAPoKQwbnv,10,209625763853,8899,AUTOMOBILE,wake furiously through the pending platelets. furiously pending deposit
1383,Customer#000001383,bSLtrtrAaAky9GZuKhlQqp8BB,15,252677781591,2093,AUTOMOBILE,s. fluffily unusual accounts against the special theodolites print around the special the
1384,Customer#000001384,bQI5haTy6PHM8MyRtKSlvU4ixAUg,8,187882999227,1534,HOUSEHOLD,"tes. regularly pending theodolites cajole even sheaves. stealthy, ironic ideas are furiously above the even p"
1385,Customer#000001385,4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu,3,136931385884,2327,BUILDING,ithely daring ideas? regular requests wake slyly ag
1386,Customer#000001386,uByG5EoybI5dNNLzU5uD4Ba,11,214501919064,9644,BUILDING,ages above the busily final packages grow blithely alongside of the blithely even f
1387,Customer#000001387,GQhAzCMyKiDoel3,19,294448908990,8542,BUILDING,foxes haggle furiously according to the stealthy ideas: slyly special accounts about the requests use caref
1388,Customer#000001388,WaKdgWEru70hsL8nyLeEkneHyM59Lboo5zfWv,13,231857479502,291,FURNITURE,longside of the ruthlessly regular dugouts. slyly ironic pinto beans wake. dogged de
1389,Customer#000001389,"ORf,IQyXsXJ1svlQ,5U",19,298653046982,1111,FURNITURE,posits. accounts are carefully. carefully express deposits cajole-- slyly bold dugouts wake according to
1390,Customer#000001390,"fQm,RnwO4Tt PMQIB",11,219789778988,3931,HOUSEHOLD,ress platelets poach carefully above the slyl
1391,Customer#000001391,7MqN5yFijW6Yua7LVU6i7QMjjiyJ2KTZEaQ,23,335585453053,5510,FURNITURE,ges haggle slyly across the carefully pending accounts. slyly regular accounts should sleep. slyly express packages
1392,Customer#000001392,iXmNoe7IBgjc,22,325616404912,250,HOUSEHOLD,"sleep fluffily across the final, pendi"
1393,Customer#000001393,"zVp5Hbhro,9rTwCYys1HUk",24,349538197858,5672,FURNITURE,escapades. fluffily ironic packages nag among the slyly regular dolphins. special asymptot
1394,Customer#000001394,eE8wv lYYKLXB,3,135805816470,2233,MACHINERY,"regular accounts cajole never above the even, final instructions. furiously regular foxes wake unusual requests. ca"
1395,Customer#000001395,XJoxiYIaBYgEE,23,332919093901,8733,MACHINERY,tions sleep carefully. furiously final requests about the regular excuses a
1396,Customer#000001396,M4dHuyrttFfeBr,3,135235169742,7149,BUILDING,the even theodolites integrate fluffily regular dolphins. blithely
1397,Customer#000001397,1bk KBemIEsKhD3VyXa6IRLx 4GH u,8,182949926523,5467,AUTOMOBILE,"onic packages across the bold, regular dolphins boost furiously furious multipliers; furiously specia"
1398,Customer#000001398,"K1rQq6exc3WcVCcgIjA4SaeqxtK2,HG1",8,183771814654,7005,HOUSEHOLD,"the blithely silent dinos. even, special hockey pla"
1399,Customer#000001399,"FOuY,endAFj",0,107759197154,7352,AUTOMOBILE,foxes across the silent platelets haggle fluffily special requests. unusu
1400,Customer#000001400,BuouRkR7J f,0,102171805310,2433,BUILDING,etect fluffily final courts. carefully special instructions
1401,Customer#000001401,C4vlB8ENikVmaMizX3nH3zgds6,9,193394047859,8909,BUILDING,accounts use furiously unusual pinto bean
1402,Customer#000001402,F7 m0JwiCABmbJLPQpCJ2,6,167131442780,4396,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa"
1403,Customer#000001403,",ql804gtMc3uxTfP,lt4yRBWQ",12,224586242509,9782,HOUSEHOLD,tes are blithely carefully bold pac
1404,Customer#000001404,"pIO5i3yjeODChGMHoVvrX,Ctpdj",12,223207015582,3828,MACHINERY,ven platelets use quickly pending requests. busily busy asymptotes sleep slyly across the
1405,Customer#000001405,i9khsGcg17kWI4q5LKTcc8U3aFojf403,16,262854886682,3987,BUILDING,"haggle slyly; regular, final excuses are blithe"
1406,Customer#000001406,"g1xS4snd0fzl4R,JmPHfEzRD",5,157671556419,2024,HOUSEHOLD,uests are furiously carefully express packages. slyly permanen
1407,Customer#000001407,zZsTZ3nI1rG5X,14,245293001554,7425,BUILDING,"nding, ironic instructions promise across the quickly regular r"
1408,Customer#000001408,"NMIb3p1DyU,Z4XOFUS0B,",11,219013816344,5920,HOUSEHOLD,"express requests believe. pending, brave deposits sleep furiously. carefully regular deposit"
1409,Customer#000001409,jzfaCksWUNlI,11,216674013780,1959,MACHINERY,ously ironic ideas are. unusual packages kindle along the dugouts. unus
1410,Customer#000001410,yEUlreh6mkGmg8SIwKZooUOJ42kuZwAptaR4HAJ,22,323582701819,2717,HOUSEHOLD,"lar, express packages cajole bravely permanently final packages. blithely even dolphins nag finally special theo"
1411,Customer#000001411,4iLVKtSmtJpU,21,318986407625,772,AUTOMOBILE,sly final ideas. carefully bold pinto beans wake: slyly regular packages must sleep. final platelets inte
1412,Customer#000001412,gfsI6WU i7kYypv09gGIqUFrUod9uhb,10,207155102804,6368,BUILDING,"fully regular accounts print ironic, regular platelets. deposits promise slyly. express, ironic ideas"
1413,Customer#000001413,"9Yh cGpbCbrXZytNfH,dAEwX",15,256248169010,1388,AUTOMOBILE,onic foxes. quickly final dolphins are fluffily. quickly unusual ideas wake carefully. furiously
1414,Customer#000001414,2 HBoqTD0qCyMKtcBPVHbNna,20,303237977514,3136,BUILDING,ackages. blithely unusual accounts a
1415,Customer#000001415,"x,hzUUAZ9w7ndksLyH0,fEpMfU",21,312956011598,6252,BUILDING,heodolites. furiously pending requests are above th
1416,Customer#000001416,"ovOZcFGL31uxmA2ifIYudX6OuwNDz,B",7,173068989363,5348,MACHINERY,unts wake slyly excuses. bravely even pinto beans across the furiously final de
1417,Customer#000001417,1BDU8AvljnLmkM,1,112426121339,7543,FURNITURE,ag slyly-- furiously final accounts are ironic instruct
1418,Customer#000001418,S5uBtE hDxHcHunowPDXKSxP3csMFnhYt,17,277738183164,9359,AUTOMOBILE,"ggle quickly blithely thin excuses. final, even accounts integrate slyly. carefully pending account"
1419,Customer#000001419,JM4NV2pq4Ps0xJNRtUtlmQ8uuDvKx,4,145337965446,5913,FURNITURE,. idly express pinto beans sleep above the deposits. excuses use: furiously bold accounts cajole slyly across the ca
1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,194333057356,0,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac
1421,Customer#000001421,Qx9tZ9yiMo,12,221399901907,7293,MACHINERY,kly even ideas cajole carefully quickly ironic
1422,Customer#000001422,mzXw44ExYC8DAdeKBakiWy0II,17,272708334320,8390,MACHINERY,mong the evenly express asymptotes integrate slyly brave
1423,Customer#000001423,"9BcCj8CLsqylKxRj0,lm",21,316248759135,2412,FURNITURE,"he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly."
1424,Customer#000001424,3QsPgbVLZ,22,325421346212,7208,FURNITURE,instructions against the furiously express accounts doze fluffily unusual d
1425,Customer#000001425,I2UBZAPPdnA9oFKKJTGxaSQZb5QzNzTR4vN6d P,1,116978244418,5815,FURNITURE,"uests boost carefully even foxes. accounts along the slyly ironic requests cajole express, final deposits. sl"
1426,Customer#000001426,"d1Tyzg,0ArKPuBln8CDH, 1Xsukm2nXVl",15,256292929022,1965,HOUSEHOLD,"s are slyly according to the express, spe"
1427,Customer#000001427,dDsmiig0T4oFKaf9ttFeh1etLvSIc9aV1xF2H,11,219412082485,8137,AUTOMOBILE,"es detect accounts. slyly bold theodolites wake ironic, special accounts. instructions cajo"
1428,Customer#000001428,"3SdWi3lKPXk00UYT,hL",15,258596633690,7704,FURNITURE,iously final platelets sleep slyly ironic instructions. furious
1429,Customer#000001429,K5sID 6zGPrYdfoADUq4kidlPgF3,3,131199033814,6445,AUTOMOBILE,even requests among the blithely regular pinto beans use across the ironic accounts. slyly ironic
1430,Customer#000001430,mv 9MEDwd8yPeQj7N,0,102093176929,0,BUILDING,"nic deposits. bold, even accounts cajole blithely"
1431,Customer#000001431,l3LM2d2T1n c7yI4sOfpEbbd540qO66A4MARk,13,236403957009,5806,AUTOMOBILE,eposits up the carefully bold requests mo
1432,Customer#000001432,",pbQM2fi642oAuel",21,318316359758,6314,MACHINERY,ts sleep. regular frets sleep carefully ironically special dolphins. carefully bold pinto beans
1433,Customer#000001433,"gK7D76v78U iRA2YI2kxeKLlm4LZMH13,",17,275583758169,4606,BUILDING,ly bold deposits. furiously silent braids alongside
1434,Customer#000001434,V15TQAhSLp7YC3KdjuMwSV3cwg0lp,18,287497436583,1852,MACHINERY,lieve carefully ironic hockey players. special ide
1435,Customer#000001435,s0fqxkVVqLWR  IaqibwwOf,20,303094379265,0,AUTOMOBILE,"usly final orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic,"
1436,Customer#000001436,"kV5m0jkgFEto,",10,209185931860,9159,MACHINERY,theodolites. final Tiresias after the quickly final packages dazzle carefully blithely bold
1437,Customer#000001437,DjHgTwtlzCmcQo,17,278054865768,8839,BUILDING,y. bold pinto beans affix carefully unusual pinto beans. carefully bold Tiresias mold
1438,Customer#000001438,Gz Aey8gzHxIIxtpJaG0lAqd82T,17,276887877928,5437,FURNITURE,odolites cajole slyly. furiously unusual requests boost furiously along the fluffily pending in
1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,314336941822,8488,AUTOMOBILE,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar
1440,Customer#000001440,k3LXBO5QJrG94TBG77adB1HjqQkleDyUf2c,7,176197309883,1236,BUILDING,"xpress, even accounts integrate. ironic, special requests doze. carefully express instructions doze furio"
1441,Customer#000001441,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",23,336813344499,9465,BUILDING,nts haggle quietly quickly final accounts. slyly regular accounts among the sl
1442,Customer#000001442,2fTQpX7N2kp31U,16,266777467145,7918,MACHINERY,ess theodolites. furiously express pinto beans alongside of the
1443,Customer#000001443,qtBPSM2NvmJXNePBT Ap3M6UqIZTvaF,10,209593834792,7142,HOUSEHOLD,ickly about the sly foxes. furiously bold patterns sleep regularly across
1444,Customer#000001444,8WcsyfQU5svH9miWvYbSTH9,7,171072288125,0,HOUSEHOLD,inal platelets. quickly ironic requests do are carefully carefu
1445,Customer#000001445,5y7gtM75FOfTSBKx9gs9c9MkqJt,21,311512511931,8368,HOUSEHOLD,carefully regular accounts after the b
1446,Customer#000001446,"p94EVXQW,Q3bhXDyhG1Gp96b5zbaW",23,338731205388,2981,BUILDING,gle ruthlessly. furiously express dolp
1447,Customer#000001447,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",17,274522512941,2718,BUILDING,"ously around the accounts. packages haggle blithely ironic, idle ac"
1448,Customer#000001448,a45QD J55bo35zA4qR3v,24,349696121458,7756,AUTOMOBILE,y ironic instructions? slyly pending platelets hang quickly slyly ironic ideas. blithely ironic instructions a
1449,Customer#000001449,"lNFczqF3TjlSO9BuO3jqXY,b",22,328278133340,9052,BUILDING,ructions wake slyly ironic notornis? slyly express courts wake along the slowly
1450,Customer#000001450,z7Pl iXBEstivMNf,3,134436886724,858,MACHINERY,ains; daringly dogged deposits across the furiously regular instructions breach furiously foxes. carefully unusual a
1451,Customer#000001451,"Yt69m0Aw1LWZhisHJxL4iGEEzx6y,ehspkes",2,125901219328,3274,FURNITURE,ously regular packages. furiously final deposits boost. slyl
1452,Customer#000001452,"51mhHAvPHZACedHYXVU5HXoDIQtBK9,pxuOIlJ",7,175815754538,7087,FURNITURE,silent theodolites. fluffily special
1453,Customer#000001453,FTfWkW1 8jVgOIIR9sMm2HpohiuR1v2278,0,108523973642,663,BUILDING,to wake above the blithely regular foxes. d
1454,Customer#000001454,"wwPhUG35PiIVasu88,RvDA",24,344785555955,3367,FURNITURE,ss the blithely ironic deposits. regular deposits after t
1455,Customer#000001455,MrDN0cvhoLZ ioRLZCR hPcY4WvILz2,3,138393601866,7592,MACHINERY,ironic instructions: ironic pinto beans acros
1456,Customer#000001456,zKDB5elqlAQoUQp,13,231718348997,6124,AUTOMOBILE,"unusual accounts wake. even, ironic packages wake carefully. regular p"
1457,Customer#000001457,qmpteVs7H9WjRow7FDut9a77oFKRDOXxq0JmG,23,336609537656,2873,BUILDING,"onic accounts nag blithely among the regular, regular pinto beans. carefully regular"
1458,Customer#000001458,vsGifZH3fNgJjlgF6jJbmkSqGc,3,133925039207,2717,AUTOMOBILE,ests sleep bravely ironic accounts. quickly regular accounts cajole
1459,Customer#000001459,2sPwjFNEFf9dN4az,11,214245866295,9271,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care
1460,Customer#000001460,AEgBZGLmuMqe7Gqh1,20,301513887118,9681,BUILDING,accounts. ironic packages cajole furiously; quickly pending requests lose quickly carefully bold deposits.
1461,Customer#000001461,MMmT5l0zAilFCb2ZMqsUm3TXlRH,3,133934441533,8460,AUTOMOBILE,"ress, unusual packages affix carefully carefully final ideas. blithely special instructions nag even deposits? f"
1462,Customer#000001462,"b9Ed,6BCKn5v37q1",17,271531954457,7306,FURNITURE,ously slyly express requests. spec
1463,Customer#000001463,WD3OuRpJ0NVj2qslrTkUPmeJqVx5,7,179803945868,6040,MACHINERY,s. blithely even courts wake quickly: quickly silent pains doubt slyly. slyl
1464,Customer#000001464,"5kOAfK9s6goOZabgSzNLgD,CILowRxqC2OLnV",14,241331171577,9306,AUTOMOBILE,iously furiously regular tithes. boldly final requests use carefully at the f
1465,Customer#000001465,tDRaTC7UgFbBX7VF6cVXYQA0,8,188074871074,9366,FURNITURE,"s lose blithely ironic, regular packages. regular, final foxes haggle c"
1466,Customer#000001466,Fdm3uYarZ0Tnnh9R,17,273604965041,1269,FURNITURE,nts along the blithely bold instructions boost carefully after the unusual depos
1467,Customer#000001467,"GE,jQi5oLlkzh4jIUct7r 3C5G",24,349418248063,2857,FURNITURE,". final, bold deposits sleep furiously. unusual instructions are final requests. quickly final sentiments"
1468,Customer#000001468,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,12,229012801023,3827,BUILDING,s. slyly regular theodolites aft
1469,Customer#000001469,"yLW8qLv25wuMsibRd,1qJe9",7,179615834658,4330,FURNITURE,"y even dependencies wake against the regular, final excuses. packages haggle slyly a"
1470,Customer#000001470,8ufZxZ5IgwGrUM2CWfxYoRHuBi Vj8rY,17,273508365521,7033,HOUSEHOLD,excuses are slyly after the carefully bold accounts. unusual pinto beans boost. final accounts wak
1471,Customer#000001471,"lbRP,tSo,eQT6rDDNNIBx",5,152308274758,3873,AUTOMOBILE,thely according to the carefully ironic foxes; packages according to the quickly special deposits wake fur
1472,Customer#000001472,Eayx9GAqjJEwrGy1Er5 ffNtLL,5,154644118342,2169,MACHINERY,haggle against the carefully bold theodolites. quietly regular ideas haggle. pending pinto beans engage sl
1473,Customer#000001473,UPkONG9dy4VYyGNJGHG,0,108915557734,2797,MACHINERY,uriously. quickly pending multipliers maintain slyly silent excuses. regular requests cajole qui
1474,Customer#000001474,KB83CaaM8DRjvAmEMg1fw,16,266092264269,2962,HOUSEHOLD,kages above the requests sleep furiously packages-- deposits detect fluffily. pending th
